smoking,gender,age,education,weight,height,bmi
yes,male,75,Some college / AA,97.1,172.9,32.5
no,male,29,Some college / AA,109.0,165.2,39.9
no,male,22,Some college / AA,81.1,169.5,28.2
no,female,37,College or above,44.7,154.9,18.6
yes,female,32,Some college / AA,81.5,172.3,27.5
no,female,32,College or above,66.7,165.4,24.4
yes,male,69,HS or GED,83.0,171.5,28.2
yes,female,62,Some college / AA,75.1,163.7,28.0
yes,male,36,9-11th grade,81.34267560889516,166.1428344791116,29.382197103497
yes,female,80,Some college / AA,56.2,164.6,20.7
no,male,80,Some college / AA,85.0,178.2,26.8
no,female,18,Some college / AA,52.4,162.3,19.9
yes,male,80,9-11th grade,58.7,166.6,21.1
no,male,18,Some college / AA,66.0,170.9,22.6
yes,male,64,9-11th grade,71.8,174.9,23.5
no,female,28,Some college / AA,55.3,154.9,23.0
no,female,79,HS or GED,57.9,147.6,26.6
no,male,49,Some college / AA,107.4,163.6,40.1
no,male,52,HS or GED,74.6,170.2,25.8
yes,male,27,9-11th grade,86.4,171.6,29.3
no,male,22,Some college / AA,130.3,183.4,38.7
no,female,63,HS or GED,88.0,156.4,36.0
no,male,65,HS or GED,96.3,172.2,32.5
no,female,58,HS or GED,87.3,166.7,31.4
no,female,27,Some college / AA,64.8,166.4,23.4
no,female,34,HS or GED,87.2,164.9,32.1
no,male,18,Some college / AA,59.5,167.2,21.3
no,female,66,College or above,69.9,150.0,31.1
yes,female,23,Some college / AA,65.4,159.8,25.6
no,male,24,Some college / AA,54.6,159.3,21.5
no,male,67,HS or GED,110.9,179.3,34.5
no,female,60,HS or GED,76.8,163.3,28.8
yes,male,68,College or above,85.9,165.6,31.3
no,male,60,9-11th grade,86.8,174.2,28.6
no,female,21,Some college / AA,52.6,164.9,19.3
yes,female,65,9-11th grade,70.2,165.8,25.5
yes,male,68,Some college / AA,60.6,159.0,24.0
no,male,21,9-11th grade,62.7,170.8,21.5
yes,male,77,9-11th grade,68.5,177.2,21.8
yes,female,51,College or above,91.9,161.7,35.1
no,female,28,College or above,65.6,172.4,22.1
yes,female,42,Some college / AA,88.7,169.4,30.9
no,female,27,HS or GED,84.5,165.1,31.0
yes,male,39,HS or GED,88.0,176.9,28.1
yes,male,26,HS or GED,79.6,179.1,24.8
no,male,45,College or above,100.6,185.3,29.3
no,male,36,College or above,81.5,161.3,31.3
no,male,37,College or above,94.7,176.9,30.3
no,female,31,Some college / AA,113.2,167.7,40.3
no,male,78,College or above,85.1,180.5,26.1
no,female,20,9-11th grade,83.6,158.9,33.1
no,female,55,College or above,65.1,160.7,25.2
no,male,19,Some college / AA,77.0,170.2,26.6
no,female,60,Some college / AA,78.3,166.1428344791116,29.382197103497
no,female,30,9-11th grade,62.5,155.2,25.9
no,female,71,College or above,70.1,147.5,32.2
yes,female,57,9-11th grade,95.8,163.2,36.0
yes,female,65,Some college / AA,46.8,157.2,18.9
no,female,22,HS or GED,101.0,175.2,32.9
no,female,80,HS or GED,65.9,148.9,29.7
no,female,35,Some college / AA,88.5,155.3,36.7
yes,female,44,College or above,120.9,166.8,43.5
no,male,18,Some college / AA,76.0,177.0,24.3
no,female,18,Some college / AA,48.3,149.6,21.6
no,female,80,HS or GED,64.3,154.3,27.0
yes,female,39,College or above,52.5,156.6,21.4
no,male,50,9-11th grade,57.9,156.8,23.5
no,female,40,Some college / AA,66.1,156.5,27.0
no,male,42,9-11th grade,76.8,170.7,26.4
yes,female,27,Some college / AA,61.0,169.3,21.3
yes,male,69,HS or GED,92.4,176.6,29.6
yes,male,27,HS or GED,128.2,191.9,34.8
no,male,57,Some college / AA,78.6,168.0,27.8
no,male,54,College or above,106.5,179.7,33.0
no,female,34,9-11th grade,96.3,156.4,39.4
no,female,33,College or above,70.8,160.5,27.5
no,female,43,College or above,54.9,166.8,19.7
no,female,24,HS or GED,81.3,162.8,30.7
yes,male,61,Some college / AA,111.6,183.5,33.1
no,male,45,College or above,72.0,163.7,26.9
no,male,38,Some college / AA,114.5,174.5,37.6
no,female,18,Some college / AA,81.1,158.1,32.4
yes,female,80,Some college / AA,69.7,155.2,28.9
no,female,31,College or above,73.8,162.2,28.1
no,male,33,Some college / AA,102.7,171.0,35.1
no,male,69,Some college / AA,81.1,170.4,27.9
no,female,28,College or above,53.0,161.7,20.3
no,male,32,HS or GED,76.6,176.4,24.6
no,male,39,HS or GED,134.4,174.0,44.4
no,female,30,College or above,108.7,170.5,37.4
no,male,35,9-11th grade,86.2,171.9,29.2
yes,female,62,Some college / AA,51.8,161.5,19.9
yes,male,80,College or above,97.9,174.9,32.0
yes,male,41,Some college / AA,91.7,173.5,30.5
no,male,38,College or above,80.4,172.8,26.9
yes,male,70,College or above,76.9,172.3,25.9
no,male,73,College or above,75.0,167.6,26.7
no,female,42,HS or GED,59.9,154.0,25.3
no,male,63,Some college / AA,128.1,169.2,44.7
no,female,55,Some college / AA,78.2,167.5,27.9
no,male,35,9-11th grade,95.6,181.8,28.9
no,female,41,9-11th grade,52.8,155.6,21.8
no,male,62,HS or GED,123.0,178.9,38.4
no,female,43,College or above,70.9,170.1,24.5
yes,male,27,HS or GED,72.5,179.1,22.6
yes,male,57,Some college / AA,99.9,185.0,29.2
no,male,35,College or above,132.5,189.3,37.0
yes,male,43,HS or GED,63.9,169.8,22.2
no,female,45,College or above,81.7,156.5,33.4
no,female,65,Some college / AA,64.4,162.9,24.3
no,female,19,Some college / AA,56.3,166.1,20.4
no,female,23,College or above,60.8,161.5,23.3
no,male,26,9-11th grade,61.0,159.5,24.0
no,female,29,College or above,68.3,159.5,26.8
yes,male,29,9-11th grade,118.5,176.3,38.1
no,male,58,HS or GED,56.1,148.8,25.3
no,male,55,Some college / AA,110.5,175.3,36.0
no,female,49,College or above,67.9,165.4,24.8
yes,female,50,9-11th grade,72.9,156.3,29.8
no,male,18,Some college / AA,71.7,179.8,22.2
no,female,45,College or above,81.34267560889516,166.1428344791116,29.382197103497
no,male,65,HS or GED,93.0,181.1,28.4
no,female,59,HS or GED,55.0,155.0,22.9
yes,female,30,Some college / AA,68.9,161.5,26.4
yes,male,29,9-11th grade,80.9,169.4,28.2
no,male,53,HS or GED,99.5,180.3,30.6
yes,male,38,HS or GED,75.8,187.4,21.6
no,male,42,College or above,66.2,162.7,25.0
no,female,56,9-11th grade,60.9,153.0,26.0
no,male,63,College or above,61.9,176.6,19.8
no,female,55,HS or GED,92.3,160.7,35.7
yes,male,75,9-11th grade,66.1,165.3,24.2
no,female,44,HS or GED,71.0,155.8,29.2
no,male,46,College or above,92.5,177.5,29.4
no,female,42,9-11th grade,81.0,163.6,30.3
no,male,53,Some college / AA,92.7,166.9,33.3
yes,female,37,HS or GED,45.1,153.0,19.3
no,female,62,HS or GED,84.8,148.7,38.4
yes,male,41,College or above,76.6,175.0,25.0
no,female,64,College or above,55.9,154.2,23.5
no,female,46,College or above,82.6,163.5,30.9
yes,male,69,HS or GED,75.2,167.9,26.7
no,female,40,College or above,58.8,159.6,23.1
no,female,56,HS or GED,79.6,154.1,33.5
yes,female,80,HS or GED,63.7,156.3,26.1
yes,male,29,College or above,101.6,176.9,32.5
no,female,47,College or above,71.1,175.3,23.1
yes,male,29,College or above,87.3,176.2,28.1
no,female,67,Some college / AA,61.5,149.9,27.4
no,female,30,College or above,80.7,162.7,30.5
yes,female,36,Some college / AA,75.4,167.6,26.8
yes,female,30,College or above,82.4,167.3,29.4
no,female,52,Some college / AA,91.0,161.5,34.9
no,male,43,Some college / AA,106.8,179.3,33.2
no,female,58,College or above,70.8,167.6,25.2
no,male,21,Some college / AA,80.7,175.2,26.3
yes,female,69,College or above,95.8,174.1,31.6
no,female,25,College or above,57.7,164.0,21.5
no,female,36,HS or GED,66.6,158.2,26.6
yes,male,40,9-11th grade,98.4,172.6,33.0
no,male,36,Some college / AA,70.2,162.7,26.5
no,female,80,HS or GED,74.4,156.3,30.5
no,female,60,HS or GED,74.4,157.8,29.9
no,male,24,College or above,73.2,189.4,20.4
yes,female,73,9-11th grade,60.4,158.7,24.0
yes,male,22,Some college / AA,73.3,173.8,24.3
yes,female,52,HS or GED,100.6,158.4,40.1
no,male,25,College or above,70.6,173.3,23.5
yes,male,43,HS or GED,107.4,178.9,33.6
yes,male,38,Some college / AA,89.1,168.3,31.5
no,female,30,College or above,63.1,157.7,25.4
yes,male,36,HS or GED,129.0,178.5,40.5
yes,female,67,College or above,63.7,167.6,22.7
yes,male,25,College or above,67.8,173.0,22.7
no,female,24,HS or GED,59.4,159.5,23.3
no,male,37,Some college / AA,85.4,177.8,27.0
no,female,53,HS or GED,69.7,156.9,28.3
no,male,29,College or above,96.9,181.4,29.4
yes,male,40,HS or GED,89.1,177.1,28.4
no,female,40,College or above,62.8,163.3,23.5
no,male,54,College or above,82.3,181.5,25.0
no,male,29,9-11th grade,104.9,167.5,37.4
yes,male,36,Some college / AA,60.1,162.1,22.9
no,female,79,HS or GED,64.4,139.6,33.0
no,female,70,9-11th grade,82.0,159.1,32.4
no,female,63,HS or GED,64.4,159.5,25.3
no,male,21,Some college / AA,81.34267560889516,166.1428344791116,29.382197103497
no,male,26,9-11th grade,56.3,163.3,21.1
no,male,40,9-11th grade,85.3,172.0,28.8
yes,female,56,9-11th grade,94.6,154.6,39.6
no,male,22,College or above,71.2,172.7,23.9
no,female,44,Some college / AA,57.5,161.1,22.2
no,male,33,Some college / AA,78.1,172.3,26.3
no,male,41,HS or GED,115.2,184.0,34.0
yes,male,59,College or above,127.2,181.1,38.8
no,female,69,HS or GED,61.5,153.5,26.1
no,male,60,College or above,94.3,161.0,36.4
no,female,31,Some college / AA,81.34267560889516,166.1428344791116,29.382197103497
yes,male,20,HS or GED,84.9,176.8,27.2
no,female,31,HS or GED,65.7,162.8,24.8
yes,female,79,Some college / AA,81.0,165.6,29.5
yes,male,48,College or above,81.8,172.9,27.4
no,female,22,Some college / AA,92.6,166.1,33.6
no,male,58,Some college / AA,77.8,171.8,26.4
yes,female,65,HS or GED,92.3,162.7,34.9
no,male,38,HS or GED,95.3,181.5,28.9
yes,male,74,HS or GED,57.1,150.6,25.2
no,male,43,College or above,81.5,173.7,27.0
no,female,19,Some college / AA,67.2,175.9,21.7
yes,female,67,Some college / AA,89.0,159.4,35.0
no,female,37,College or above,42.3,153.0,18.1
yes,male,49,HS or GED,79.2,166.9,28.4
yes,female,71,HS or GED,82.2,154.5,34.4
no,female,56,HS or GED,54.1,158.9,21.4
no,male,19,Some college / AA,52.5,160.7,20.3
no,male,76,Some college / AA,84.4,163.3,31.6
no,female,80,HS or GED,59.3,156.9,24.1
no,male,22,Some college / AA,59.2,167.5,21.1
no,female,40,Some college / AA,61.7,163.5,23.1
yes,male,22,HS or GED,107.8,180.2,33.2
yes,female,44,HS or GED,89.1,166.4,32.2
no,female,27,College or above,65.4,159.6,25.7
no,female,63,College or above,95.7,165.2,35.1
yes,female,58,9-11th grade,39.6,165.0,14.5
yes,male,59,Some college / AA,88.3,177.0,28.2
yes,female,31,College or above,78.2,159.1,30.9
no,male,42,Some college / AA,93.6,177.3,29.8
no,female,29,Some college / AA,79.9,153.9,33.7
no,male,18,Some college / AA,90.0,168.9,31.5
no,female,43,Some college / AA,89.3,170.3,30.8
no,male,44,College or above,88.0,175.2,28.7
yes,male,61,HS or GED,105.7,179.6,32.8
no,male,58,Some college / AA,73.9,172.2,24.9
yes,male,59,9-11th grade,67.1,159.1,26.5
yes,male,58,Some college / AA,122.9,194.3,32.6
no,female,70,College or above,69.3,160.0,27.1
no,female,77,Some college / AA,66.7,164.4,24.7
no,male,19,Some college / AA,92.9,174.9,30.4
yes,female,36,9-11th grade,51.5,163.2,19.3
yes,female,53,College or above,61.1,159.4,24.0
no,male,52,Some college / AA,77.8,170.7,26.7
no,male,48,Some college / AA,91.1,181.4,27.7
yes,male,62,HS or GED,113.8,188.9,31.9
no,female,20,HS or GED,90.6,158.3,36.2
no,female,29,College or above,59.5,162.4,22.6
yes,female,71,College or above,78.4,168.1,27.7
no,female,44,HS or GED,45.2,150.5,20.0
yes,female,56,HS or GED,55.1,149.4,24.7
no,female,23,Some college / AA,62.4,162.8,23.5
no,female,70,9-11th grade,53.2,148.0,24.3
no,female,43,Some college / AA,66.9,167.7,23.8
no,male,67,College or above,67.7,169.3,23.6
no,female,39,College or above,63.1,172.2,21.3
no,male,20,Some college / AA,63.1,166.7,22.7
no,female,26,College or above,60.6,170.5,20.8
no,female,19,Some college / AA,88.1,161.1,33.9
no,male,33,Some college / AA,123.1,184.5,36.2
no,male,21,Some college / AA,64.5,165.0,23.7
yes,male,27,College or above,89.8,187.3,25.6
yes,male,78,HS or GED,69.6,161.1,26.8
yes,male,64,Some college / AA,81.34267560889516,166.1428344791116,29.382197103497
yes,male,67,HS or GED,72.5,171.3,24.7
yes,female,31,9-11th grade,40.3,155.9,16.6
no,female,28,Some college / AA,89.5,152.1,38.7
yes,female,75,Some college / AA,65.4,158.8,25.9
no,male,27,9-11th grade,86.5,175.1,28.2
yes,male,38,HS or GED,84.3,177.5,26.8
no,female,52,College or above,54.6,168.0,19.3
no,female,31,Some college / AA,91.2,148.6,41.3
yes,male,65,HS or GED,88.6,168.4,31.2
yes,male,80,9-11th grade,101.2,172.2,34.1
no,female,58,College or above,57.9,159.5,22.8
yes,male,34,Some college / AA,68.7,171.2,23.4
no,female,36,College or above,77.1,176.8,24.7
yes,male,73,9-11th grade,108.6,172.8,36.4
no,female,19,Some college / AA,57.4,158.5,22.8
no,male,55,College or above,87.6,189.2,24.5
yes,female,57,HS or GED,49.5,166.3,17.9
no,female,51,Some college / AA,56.6,155.0,23.6
no,male,80,College or above,66.4,174.3,21.9
no,male,76,College or above,55.4,165.7,20.2
yes,male,61,HS or GED,85.7,182.6,25.7
yes,female,51,HS or GED,87.1,158.7,34.6
yes,male,54,Some college / AA,61.5,161.1,23.7
no,male,47,College or above,84.0,169.8,29.1
yes,male,38,HS or GED,74.0,187.1,21.1
yes,male,80,College or above,85.5,161.6,32.7
yes,female,60,College or above,48.0,163.4,18.0
no,male,27,College or above,60.3,171.3,20.5
no,female,30,Some college / AA,102.1,165.7,37.2
no,male,52,HS or GED,67.8,172.2,22.9
no,female,18,Some college / AA,52.1,156.8,21.2
yes,male,33,Some college / AA,109.6,172.9,36.7
yes,female,54,HS or GED,68.6,168.2,24.2
no,female,52,HS or GED,70.0,154.4,29.4
yes,male,68,HS or GED,73.8,167.2,26.4
no,male,53,College or above,93.7,182.3,28.2
no,male,43,College or above,82.8,175.9,26.8
no,male,80,HS or GED,65.4,166.5,23.6
no,male,54,College or above,102.4,168.0,36.3
yes,female,38,9-11th grade,54.3,165.4,19.8
no,female,46,College or above,49.5,165.4,18.1
no,female,30,College or above,70.1,162.7,26.5
no,female,42,Some college / AA,123.8,168.3,43.7
no,female,37,HS or GED,75.5,160.0,29.5
no,female,54,College or above,68.9,169.3,24.0
yes,female,42,9-11th grade,104.8,164.3,38.8
no,female,39,College or above,60.6,161.0,23.4
no,male,44,9-11th grade,80.5,174.9,26.3
no,female,80,9-11th grade,78.5,153.2,33.4
no,male,19,Some college / AA,86.7,161.5,33.2
no,male,57,HS or GED,106.0,180.4,32.6
yes,female,56,HS or GED,70.6,170.5,24.3
no,male,50,Some college / AA,101.9,182.0,30.8
yes,female,34,Some college / AA,94.2,171.4,32.1
no,female,44,9-11th grade,70.2,148.8,31.7
no,female,49,College or above,120.7,166.4,43.6
yes,male,52,HS or GED,86.7,184.9,25.4
yes,male,37,9-11th grade,77.6,175.2,25.3
yes,male,68,9-11th grade,98.6,176.6,31.6
no,female,80,Some college / AA,105.6,154.4,44.3
yes,male,44,College or above,128.8,178.2,40.6
no,female,18,Some college / AA,115.9,163.8,43.2
yes,male,75,HS or GED,81.1,168.7,28.5
no,male,80,College or above,103.8,173.3,34.6
yes,male,52,Some college / AA,79.0,179.7,24.5
no,female,25,College or above,50.3,164.1,18.7
no,female,66,9-11th grade,73.0,162.4,27.7
yes,female,37,Some college / AA,70.8,182.6,21.2
no,female,80,HS or GED,61.1,156.1,25.1
no,female,27,College or above,63.5,169.9,22.0
no,male,62,College or above,78.2,170.4,26.9
no,female,46,College or above,82.9,149.7,37.0
yes,female,33,HS or GED,60.2,163.5,22.5
yes,male,59,Some college / AA,64.6,170.7,22.2
no,female,36,Some college / AA,78.4,164.9,28.8
no,female,27,HS or GED,71.0,157.1,28.8
no,female,45,Some college / AA,95.7,158.7,38.0
yes,female,80,HS or GED,81.6,156.6,33.3
yes,male,22,HS or GED,64.6,168.2,22.8
no,female,39,College or above,68.4,174.9,22.4
no,female,77,College or above,106.4,160.4,41.4
no,female,18,Some college / AA,70.2,152.0,30.4
no,female,19,Some college / AA,65.9,158.5,26.2
no,female,26,College or above,49.2,163.4,18.4
yes,female,41,Some college / AA,63.8,160.3,24.8
yes,male,70,College or above,91.7,167.9,32.5
no,female,78,Some college / AA,79.8,167.5,28.4
yes,male,66,Some college / AA,78.7,171.6,26.7
no,male,18,Some college / AA,71.5,180.4,22.0
no,female,57,Some college / AA,92.6,170.1,32.0
yes,male,49,Some college / AA,81.8,167.9,29.0
yes,male,53,Some college / AA,91.5,184.0,27.0
no,female,80,9-11th grade,57.1,152.6,24.5
yes,male,51,9-11th grade,99.5,182.6,29.8
yes,female,78,HS or GED,63.5,163.8,23.7
yes,female,37,HS or GED,92.1,156.4,37.7
yes,male,68,Some college / AA,86.5,177.2,27.5
no,female,36,9-11th grade,60.6,155.5,25.1
no,male,53,HS or GED,88.9,177.5,28.2
yes,male,24,HS or GED,92.7,177.0,29.6
yes,female,56,Some college / AA,48.7,161.1,18.8
no,female,27,College or above,81.3,155.9,33.5
yes,male,80,College or above,72.5,167.6,25.8
yes,female,59,Some college / AA,54.8,159.0,21.7
no,female,80,College or above,70.9,153.2,30.2
no,female,44,College or above,60.7,167.0,21.8
no,female,24,Some college / AA,54.1,161.3,20.8
no,male,53,Some college / AA,100.9,175.0,32.9
no,female,30,College or above,58.1,165.5,21.2
yes,female,48,College or above,101.9,162.7,38.5
yes,male,42,9-11th grade,85.5,180.0,26.4
yes,male,62,9-11th grade,93.2,182.0,28.1
yes,male,48,College or above,83.0,189.9,23.0
no,female,53,College or above,53.6,161.8,20.5
no,female,35,College or above,71.9,171.0,24.6
no,male,74,College or above,88.0,178.5,27.6
no,male,18,Some college / AA,96.1,167.6,34.2
no,female,20,HS or GED,47.7,150.4,21.1
no,male,48,Some college / AA,79.3,169.9,27.5
yes,male,37,HS or GED,85.9,172.9,28.7
yes,female,20,Some college / AA,91.2,165.8,33.2
yes,male,27,HS or GED,97.1,177.0,31.0
no,male,23,College or above,80.8,169.4,28.2
no,male,44,Some college / AA,80.8,174.1,26.7
no,male,61,HS or GED,62.2,176.6,19.9
yes,female,62,HS or GED,59.4,157.2,24.0
no,male,80,College or above,84.4,169.5,29.4
yes,male,49,HS or GED,73.8,162.9,27.8
no,female,28,College or above,60.7,159.7,23.8
no,female,73,Some college / AA,81.3,162.1,30.9
no,male,24,Some college / AA,123.4,182.3,37.1
no,female,28,Some college / AA,52.9,159.4,20.8
yes,male,72,HS or GED,81.34267560889516,166.1428344791116,29.382197103497
no,female,48,College or above,70.6,169.5,24.6
no,male,18,Some college / AA,64.2,180.4,19.7
no,male,23,9-11th grade,72.7,182.9,21.7
yes,male,46,College or above,98.0,176.9,31.3
yes,female,56,HS or GED,55.7,154.6,23.3
no,male,18,Some college / AA,62.7,170.4,21.6
no,male,47,HS or GED,81.34267560889516,182.8,29.382197103497
yes,male,70,College or above,85.1,177.8,26.9
no,female,46,HS or GED,78.7,156.3,32.2
no,male,27,College or above,115.6,172.2,39.0
no,female,77,Some college / AA,81.34267560889516,166.1428344791116,29.382197103497
no,female,32,College or above,57.7,163.2,21.7
yes,female,80,HS or GED,34.8,154.7,14.5
yes,male,25,Some college / AA,116.0,183.4,34.5
no,male,28,Some college / AA,82.9,176.6,26.6
yes,female,42,HS or GED,82.8,168.9,29.0
yes,female,29,Some college / AA,85.2,162.9,32.1
no,female,32,HS or GED,71.8,156.5,29.3
no,male,68,College or above,72.2,180.6,22.1
yes,female,38,HS or GED,83.2,164.4,30.8
no,male,80,HS or GED,78.2,176.1,25.2
yes,female,42,9-11th grade,72.1,149.3,32.3
no,female,22,Some college / AA,88.4,170.5,30.4
no,male,49,HS or GED,104.9,174.9,34.3
no,female,26,9-11th grade,75.5,168.5,26.6
no,female,33,Some college / AA,69.3,157.3,28.0
no,male,71,College or above,80.1,168.4,28.2
no,male,59,College or above,98.2,187.8,27.8
yes,male,61,HS or GED,118.6,170.3,40.9
yes,female,33,College or above,104.5,157.4,42.2
no,male,27,College or above,71.5,176.8,22.9
no,male,25,Some college / AA,122.8,174.4,40.4
no,female,52,College or above,73.2,171.4,24.9
no,female,36,College or above,47.6,160.2,18.5
yes,male,30,9-11th grade,73.1,186.2,21.1
yes,male,55,9-11th grade,82.6,167.7,29.4
no,male,34,College or above,103.9,189.4,29.0
no,male,21,HS or GED,82.2,178.8,25.7
yes,male,70,College or above,116.4,184.4,34.2
no,female,80,HS or GED,61.0,168.8,21.4
yes,male,33,9-11th grade,89.1,175.4,29.0
no,male,57,9-11th grade,63.5,169.0,22.2
no,female,48,HS or GED,80.1,160.1,31.2
no,male,49,College or above,63.7,178.9,19.9
yes,male,61,Some college / AA,96.7,177.0,30.9
no,male,21,Some college / AA,77.0,165.8,28.0
no,female,34,College or above,55.6,155.9,22.9
no,male,27,Some college / AA,98.5,187.4,28.0
no,female,38,College or above,81.4,152.5,35.0
yes,male,32,Some college / AA,110.6,176.1,35.7
yes,male,70,Some college / AA,68.2,175.6,22.1
yes,male,80,HS or GED,109.5,174.7,35.9
no,female,23,9-11th grade,49.3,151.8,21.4
yes,female,53,HS or GED,94.0,171.9,31.8
no,female,61,HS or GED,69.7,152.1,30.1
